policy_id,period,region,line_of_business,claims_paid,net_earned_premium,loss_ratio,client_name,risk_category,cause_of_loss,claim_status,settlement_date,gwp_usd,nep_usd,claims_paid_usd,combined_ratio,exposure,premium_rate,continent
CLM-404738,2019-01-04,Asia Pacific,Aviation,11940.04,16116.65,0.7409,Meridian Insurance (N. America),Credit,Cyber Breach,Closed,2019-09-26,,16116.65,11940.04,0.7409,,1.0,Asia
CLM-412157,2019-01-04,Europe,Agriculture,5591.56,14901.94,0.3752,Acentria Group,Weather,Drought,Closed,2019-01-13,,14901.94,5591.56,0.3752,,1.0,Europe
CLM-408523,2019-01-05,Australia & Pacific,Energy,5140.18,9191.82,0.5592,Metro Insurers,Cyber,Liability Claim,Closed,2019-01-30,,9191.82,5140.18,0.5592,,1.0,Oceania
CLM-409224,2019-01-05,Australia & Pacific,Credit & Surety,56650.49,97010.17,0.584,Pinnacle Assurance,Political,Machinery Breakdown,Closed,2019-03-19,,97010.17,56650.49,0.584,,1.0,Oceania
CLM-405607,2019-01-06,North America,Property,36782.26,52993.33,0.6941,Pacifica Cover (Oceania),Nat Cat,Fire,Open,,,52993.33,36782.26,0.6941,,1.0,North America
CLM-407760,2019-01-06,North America,Aviation,16659.9,17554.69,0.949,Nile Star Assurance (Africa),Weather,Machinery Breakdown,Closed,2019-10-21,,17554.69,16659.9,0.949,,1.0,North America
CLM-410150,2019-01-06,Europe,Liability,14801.32,15666.01,0.9448,Zenith Cover,Market,Liability Claim,Closed,2019-06-28,,15666.01,14801.32,0.9448,,1.0,Europe
CLM-404770,2019-01-06,Australia & Pacific,Cyber,37752.36,39851.5,0.9473,Nile Star Assurance (Africa),Credit,Earthquake,Closed,2019-02-17,,39851.5,37752.36,0.9473,,1.0,Oceania
CLM-408590,2019-01-07,Middle East & Africa,Motor,12078.3,34013.38,0.3551,Coastal Mutual,Credit,Fire,Closed,2019-05-12,,34013.38,12078.3,0.3551,,1.0,Asia
CLM-406577,2019-01-07,North America,Credit & Surety,5857.0,7201.89,0.8133,Coastal Mutual,Nat Cat,Earthquake,Under Review,,,7201.89,5857.0,0.8133,,1.0,North America
CLM-406849,2019-01-08,Nordics,Marine,13096.99,29675.7,0.4413,Acentria Group,Cyber,Earthquake,Closed,2019-03-02,,29675.7,13096.99,0.4413,,1.0,Europe
CLM-409499,2019-01-08,Africa,Energy,15429.2,16830.58,0.9167,Pinnacle Assurance,Political,Machinery Breakdown,Closed,2019-01-28,,16830.58,15429.2,0.9167,,1.0,Africa
CLM-404223,2019-01-08,Middle East & Africa,Motor,32728.61,67574.5,0.4843,Horizon Underwriters,Weather,Liability Claim,Closed,2019-03-17,,67574.5,32728.61,0.4843,,1.0,Asia
CLM-407013,2019-01-09,Caribbean,Engineering,102913.64,239209.24,0.4302,Pinnacle Assurance,Weather,Marine Peril,Closed,2019-02-08,,239209.24,102913.64,0.4302,,1.0,North America
CLM-404978,2019-01-10,Africa,Energy,10083.78,19750.29,0.5106,Zenith Cover,Cyber,Liability Claim,Closed,2019-01-26,,19750.29,10083.78,0.5106,,1.0,Africa
CLM-405263,2019-01-11,Latin America,Liability,23808.21,35749.05,0.666,Pinnacle Assurance,Cyber,Cyber Breach,Closed,2019-04-16,,35749.05,23808.21,0.666,,1.0,South America
CLM-410851,2019-01-12,Africa,Credit & Surety,35273.97,37208.55,0.948,AgriProtect,Credit,Liability Claim,Closed,2019-07-23,,37208.55,35273.97,0.948,,1.0,Africa
CLM-411668,2019-01-12,North America,Health,10885.48,12992.7,0.8378,Coastal Mutual,Market,Earthquake,Closed,2019-02-28,,12992.7,10885.48,0.8378,,1.0,North America
CLM-404678,2019-01-12,North America,Marine,3007.48,3368.91,0.8927,Nile Star Assurance (Africa),Cyber,Drought,Closed,2019-09-25,,3368.91,3007.48,0.8927,,1.0,North America
CLM-412110,2019-01-13,Latin America,Life,15153.52,27452.29,0.552,AgriProtect,Political,Fire,Closed,2019-03-23,,27452.29,15153.52,0.552,,1.0,South America
CLM-410290,2019-01-14,Kenya,Marine,24392.34,57310.17,0.4256,Baobab Insurance,Operational,Hail,Open,,,57310.17,24392.34,0.4256,,1.0,Africa
CLM-410719,2019-01-14,Nordics,Aviation,5379.67,5918.69,0.9089,Coastal Mutual,Political,Fire,Closed,2019-06-19,,5918.69,5379.67,0.9089,,1.0,Europe
CLM-408299,2019-01-14,North America,Energy,28222.16,38086.39,0.741,Orient Shield Insurance (Asia),Political,Windstorm,Closed,2019-01-23,,38086.39,28222.16,0.741,,1.0,North America
CLM-407362,2019-01-14,North America,Credit & Surety,124439.6,149347.54,0.8332,Baobab Insurance,Nat Cat,Hail,Closed,2019-03-08,,149347.54,124439.6,0.8332,,1.0,North America
CLM-404477,2019-01-14,North America,Agriculture,48751.78,55790.92,0.8738,Andes Mutual (S. America),Political,Drought,Closed,2019-03-04,,55790.92,48751.78,0.8738,,1.0,North America
CLM-407437,2019-01-16,Caribbean,Engineering,13805.93,24642.24,0.5603,Baobab Insurance,Weather,Cyber Breach,Closed,2019-03-06,,24642.24,13805.93,0.5603,,1.0,North America
CLM-406197,2019-01-16,Africa,Marine,54597.88,138079.89,0.3954,Coastal Mutual,Credit,Marine Peril,Under Review,,,138079.89,54597.88,0.3954,,1.0,Africa
CLM-402408,2019-01-17,North America,Cyber,39195.34,66077.99,0.5932,Zenith Cover,Cyber,Collision,Open,,,66077.99,39195.34,0.5932,,1.0,North America
CLM-404967,2019-01-17,Europe,Energy,13558.73,14759.3,0.9187,Acentria Group,Credit,Windstorm,Closed,2019-01-25,,14759.3,13558.73,0.9187,,1.0,Europe
CLM-400646,2019-01-17,Caribbean,Motor,10054.84,13870.18,0.7249,Nile Star Assurance (Africa),Nat Cat,Hail,Closed,2019-02-12,,13870.18,10054.84,0.7249,,1.0,North America
CLM-404778,2019-01-18,Europe,Motor,126389.27,137632.75,0.9183,Andes Mutual (S. America),Operational,Drought,Closed,2019-03-13,,137632.75,126389.27,0.9183,,1.0,Europe
CLM-402093,2019-01-18,Latin America,Liability,34068.71,39619.56,0.8599,Zenith Cover,Weather,Drought,Reopened,2019-03-22,,39619.56,34068.71,0.8599,,1.0,South America
CLM-410337,2019-01-20,Nordics,Property,65855.64,128061.23,0.5143,Coastal Mutual,Cyber,Liability Claim,Closed,2019-02-07,,128061.23,65855.64,0.5143,,1.0,Europe
CLM-404706,2019-01-21,Nordics,Engineering,12799.8,15215.37,0.8412,Atlas Underwriters (Europe),Weather,Cyber Breach,Closed,2019-02-14,,15215.37,12799.8,0.8412,,1.0,Europe
CLM-401385,2019-01-21,Caribbean,Liability,5358.44,11030.42,0.4858,Baobab Insurance,Credit,Machinery Breakdown,Closed,2019-10-24,,11030.42,5358.44,0.4858,,1.0,North America
CLM-405869,2019-01-22,Kenya,Marine,17201.29,22323.27,0.7706,Meridian Insurance (N. America),Market,Drought,Closed,2020-01-02,,22323.27,17201.29,0.7706,,1.0,Africa
CLM-407849,2019-01-22,Kenya,Engineering,18294.55,34771.15,0.5261,Meridian Insurance (N. America),Cyber,Fire,Closed,2019-01-30,,34771.15,18294.55,0.5261,,1.0,Africa
CLM-407102,2019-01-22,Latin America,Cyber,30113.57,43275.95,0.6959,Nile Star Assurance (Africa),Political,Liability Claim,Closed,2019-01-29,,43275.95,30113.57,0.6959,,1.0,South America
CLM-400082,2019-01-23,Nordics,Motor,10585.0,11203.94,0.9448,Nile Star Assurance (Africa),Credit,Earthquake,Closed,2019-02-15,,11203.94,10585.0,0.9448,,1.0,Europe
CLM-406029,2019-01-23,Caribbean,Energy,12513.63,26549.31,0.4713,Acentria Group,Market,Flood,Reopened,2019-02-24,,26549.31,12513.63,0.4713,,1.0,North America
CLM-406957,2019-01-24,Latin America,Liability,14459.51,19301.8,0.7491,Atlas Underwriters (Europe),Credit,Liability Claim,Under Review,,,19301.8,14459.51,0.7491,,1.0,South America
CLM-411670,2019-01-25,Kenya,Life,3819.65,9913.1,0.3853,Andes Mutual (S. America),Weather,Earthquake,Reopened,2019-03-26,,9913.1,3819.65,0.3853,,1.0,Africa
CLM-412989,2019-01-25,Latin America,Life,75097.48,90517.17,0.8296,Pacifica Cover (Oceania),Political,Flood,Closed,2019-02-13,,90517.17,75097.48,0.8296,,1.0,South America
CLM-407720,2019-01-25,Africa,Property,10633.51,25912.42,0.4104,Pacifica Cover (Oceania),Cyber,Flood,Closed,2019-02-24,,25912.42,10633.51,0.4104,,1.0,Africa
CLM-407963,2019-01-25,Latin America,Energy,13098.86,14894.45,0.8794,Acentria Group,Operational,Windstorm,Closed,2019-05-01,,14894.45,13098.86,0.8794,,1.0,South America
CLM-409604,2019-01-27,Middle East & Africa,Credit & Surety,158887.0,239838.11,0.6625,Coastal Mutual,Weather,Earthquake,Closed,2019-04-24,,239838.11,158887.0,0.6625,,1.0,Asia
CLM-405262,2019-01-28,Australia & Pacific,Marine,12006.68,27254.41,0.4405,Baobab Insurance,Credit,Cyber Breach,Closed,2019-05-06,,27254.41,12006.68,0.4405,,1.0,Oceania
CLM-403266,2019-01-28,Africa,Motor,209689.35,398005.55,0.5269,Pacifica Cover (Oceania),Nat Cat,Hail,Closed,2019-02-23,,398005.55,209689.35,0.5269,,1.0,Africa
CLM-404000,2019-01-29,Kenya,Health,34039.65,89438.28,0.3806,Zenith Cover,Operational,Earthquake,Reopened,2019-05-26,,89438.28,34039.65,0.3806,,1.0,Africa
CLM-401759,2019-01-29,Latin America,Agriculture,6921.84,8266.33,0.8374,Pinnacle Assurance,Market,Drought,Closed,2019-03-01,,8266.33,6921.84,0.8374,,1.0,South America
CLM-402608,2019-01-30,Nordics,Life,5789.48,6581.47,0.8797,Meridian Insurance (N. America),Political,Fire,Closed,2019-03-26,,6581.47,5789.48,0.8797,,1.0,Europe
CLM-404271,2019-01-30,Kenya,Cyber,52165.16,121962.12,0.4277,Meridian Insurance (N. America),Nat Cat,Drought,Closed,2019-02-05,,121962.12,52165.16,0.4277,,1.0,Africa
CLM-405064,2019-01-31,Africa,Engineering,6757.64,15836.71,0.4267,Atlas Underwriters (Europe),Operational,Drought,Closed,2019-03-23,,15836.71,6757.64,0.4267,,1.0,Africa
CLM-405321,2019-01-31,Caribbean,Property,41438.7,72320.52,0.573,Pacifica Cover (Oceania),Credit,Machinery Breakdown,Closed,2019-06-17,,72320.52,41438.7,0.573,,1.0,North America
CLM-407568,2019-02-01,North America,Liability,66807.56,117908.08,0.5666,Pinnacle Assurance,Operational,Machinery Breakdown,Reopened,2019-06-18,,117908.08,66807.56,0.5666,,1.0,North America
CLM-411036,2019-02-02,Africa,Health,12465.76,15729.35,0.7925,Atlas Underwriters (Europe),Cyber,Marine Peril,Closed,2019-02-17,,15729.35,12465.76,0.7925,,1.0,Africa
CLM-403405,2019-02-02,Latin America,Energy,11431.99,18506.23,0.6177,Coastal Mutual,Political,Collision,Closed,2019-04-08,,18506.23,11431.99,0.6177,,1.0,South America
CLM-406804,2019-02-03,Africa,Aviation,9643.13,15935.15,0.6051,Pacifica Cover (Oceania),Cyber,Liability Claim,Under Review,,,15935.15,9643.13,0.6051,,1.0,Africa
CLM-412250,2019-02-04,Asia Pacific,Liability,68190.28,108239.45,0.63,Coastal Mutual,Credit,Marine Peril,Closed,2019-06-06,,108239.45,68190.28,0.63,,1.0,Asia
CLM-403952,2019-02-05,Europe,Aviation,12339.78,29644.46,0.4163,Coastal Mutual,Nat Cat,Fire,Closed,2020-07-24,,29644.46,12339.78,0.4163,,1.0,Europe
CLM-412522,2019-02-06,Middle East & Africa,Health,27218.76,37161.72,0.7324,Nile Star Assurance (Africa),Credit,Machinery Breakdown,Closed,2019-04-05,,37161.72,27218.76,0.7324,,1.0,Asia
CLM-402328,2019-02-06,Kenya,Cyber,58713.31,101854.3,0.5764,Pacifica Cover (Oceania),Operational,Machinery Breakdown,Closed,2019-03-14,,101854.3,58713.31,0.5764,,1.0,Africa
CLM-408819,2019-02-07,Kenya,Life,8527.92,18509.8,0.4607,Acentria Group,Credit,Machinery Breakdown,Closed,2019-02-18,,18509.8,8527.92,0.4607,,1.0,Africa
CLM-411357,2019-02-07,Kenya,Property,338555.98,399068.82,0.8484,Horizon Underwriters,Operational,Marine Peril,Closed,2019-02-18,,399068.82,338555.98,0.8484,,1.0,Africa
CLM-405075,2019-02-07,Latin America,Property,113090.88,320676.31,0.3527,Horizon Underwriters,Credit,Earthquake,Closed,2019-02-23,,320676.31,113090.88,0.3527,,1.0,South America
CLM-407318,2019-02-09,Kenya,Liability,108677.36,231661.09,0.4691,Meridian Insurance (N. America),Market,Fire,Closed,2019-06-16,,231661.09,108677.36,0.4691,,1.0,Africa
CLM-412317,2019-02-09,North America,Property,22144.77,32046.74,0.691,Zenith Cover,Nat Cat,Drought,Closed,2019-03-07,,32046.74,22144.77,0.691,,1.0,North America
CLM-406100,2019-02-09,Nordics,Cyber,8899.0,18872.46,0.4715,Pacifica Cover (Oceania),Cyber,Hail,Closed,2019-03-22,,18872.46,8899.0,0.4715,,1.0,Europe
CLM-403299,2019-02-09,Europe,Liability,5330.76,11127.88,0.479,Horizon Underwriters,Weather,Cyber Breach,Open,,,11127.88,5330.76,0.479,,1.0,Europe
CLM-411128,2019-02-10,Nordics,Engineering,151266.2,370201.45,0.4086,Coastal Mutual,Weather,Marine Peril,Closed,2019-04-12,,370201.45,151266.2,0.4086,,1.0,Europe
CLM-405378,2019-02-10,Middle East & Africa,Property,33329.35,69630.47,0.4787,AgriProtect,Cyber,Marine Peril,Open,,,69630.47,33329.35,0.4787,,1.0,Asia
CLM-403057,2019-02-11,Nordics,Engineering,9956.63,13830.22,0.7199,Metro Insurers,Market,Liability Claim,Closed,2019-05-04,,13830.22,9956.63,0.7199,,1.0,Europe
CLM-407606,2019-02-12,Australia & Pacific,Credit & Surety,145895.35,197501.93,0.7387,Pacifica Cover (Oceania),Credit,Marine Peril,Closed,2019-05-10,,197501.93,145895.35,0.7387,,1.0,Oceania
CLM-403693,2019-02-13,Kenya,Credit & Surety,42936.06,65021.1,0.6603,Pinnacle Assurance,Political,Marine Peril,Under Review,,,65021.1,42936.06,0.6603,,1.0,Africa
CLM-404239,2019-02-13,Middle East & Africa,Aviation,10846.39,19909.67,0.5448,Baobab Insurance,Political,Drought,Closed,2019-07-02,,19909.67,10846.39,0.5448,,1.0,Asia
CLM-404716,2019-02-14,North America,Aviation,18880.06,44915.96,0.4203,Nile Star Assurance (Africa),Nat Cat,Earthquake,Closed,2019-06-05,,44915.96,18880.06,0.4203,,1.0,North America
CLM-400273,2019-02-15,Africa,Credit & Surety,39539.34,104865.15,0.377,Coastal Mutual,Political,Windstorm,Reopened,2019-07-31,,104865.15,39539.34,0.377,,1.0,Africa
CLM-411920,2019-02-15,Middle East & Africa,Property,18080.68,23536.72,0.7682,Andes Mutual (S. America),Operational,Theft,Under Review,,,23536.72,18080.68,0.7682,,1.0,Asia
CLM-405010,2019-02-17,Europe,Engineering,26307.56,29630.64,0.8878,Orient Shield Insurance (Asia),Weather,Earthquake,Closed,2019-04-06,,29630.64,26307.56,0.8878,,1.0,Europe
CLM-406881,2019-02-17,Middle East & Africa,Aviation,23815.15,37667.88,0.6322,Baobab Insurance,Weather,Hail,Closed,2019-03-01,,37667.88,23815.15,0.6322,,1.0,Asia
CLM-403248,2019-02-18,Kenya,Cyber,37211.82,72583.21,0.5127,AgriProtect,Political,Marine Peril,Closed,2019-03-19,,72583.21,37211.82,0.5127,,1.0,Africa
CLM-405919,2019-02-19,Nordics,Aviation,4358.62,9936.93,0.4386,Acentria Group,Operational,Theft,Reopened,2019-06-22,,9936.93,4358.62,0.4386,,1.0,Europe
CLM-410821,2019-02-19,Nordics,Life,40846.44,49772.69,0.8207,Zenith Cover,Nat Cat,Liability Claim,Reopened,2019-03-19,,49772.69,40846.44,0.8207,,1.0,Europe
CLM-407587,2019-02-20,Caribbean,Motor,34723.99,60621.82,0.5728,Acentria Group,Operational,Earthquake,Closed,2019-04-14,,60621.82,34723.99,0.5728,,1.0,North America
CLM-411711,2019-02-21,North America,Credit & Surety,19193.61,23767.02,0.8076,Nile Star Assurance (Africa),Credit,Earthquake,Closed,2019-07-10,,23767.02,19193.61,0.8076,,1.0,North America
CLM-401288,2019-02-21,North America,Property,7925.14,9666.94,0.8198,AgriProtect,Nat Cat,Cyber Breach,Closed,2019-04-17,,9666.94,7925.14,0.8198,,1.0,North America
CLM-400412,2019-02-22,Latin America,Marine,13280.07,19506.74,0.6808,Horizon Underwriters,Operational,Cyber Breach,Closed,2019-04-19,,19506.74,13280.07,0.6808,,1.0,South America
CLM-408530,2019-02-23,Kenya,Agriculture,13622.19,19614.06,0.6945,Meridian Insurance (N. America),Political,Windstorm,Open,,,19614.06,13622.19,0.6945,,1.0,Africa
CLM-412997,2019-02-24,Caribbean,Aviation,19272.11,31390.97,0.6139,Acentria Group,Operational,Marine Peril,Closed,2019-09-25,,31390.97,19272.11,0.6139,,1.0,North America
CLM-412173,2019-02-24,Australia & Pacific,Energy,84109.15,170518.51,0.4933,Orient Shield Insurance (Asia),Credit,Collision,Closed,2019-03-26,,170518.51,84109.15,0.4933,,1.0,Oceania
CLM-400579,2019-02-24,Asia Pacific,Cyber,176675.72,351857.28,0.5021,Horizon Underwriters,Political,Hail,Closed,2019-04-10,,351857.28,176675.72,0.5021,,1.0,Asia
CLM-407659,2019-02-24,Africa,Motor,4275.26,7601.72,0.5624,Andes Mutual (S. America),Operational,Fire,Reopened,2019-04-12,,7601.72,4275.26,0.5624,,1.0,Africa
CLM-400541,2019-02-24,Africa,Marine,48743.53,102408.85,0.476,Andes Mutual (S. America),Credit,Earthquake,Open,,,102408.85,48743.53,0.476,,1.0,Africa
CLM-401341,2019-02-25,Kenya,Health,19988.18,53517.6,0.3735,Meridian Insurance (N. America),Cyber,Theft,Closed,2019-04-17,,53517.6,19988.18,0.3735,,1.0,Africa
CLM-407591,2019-02-26,Caribbean,Aviation,125909.17,151408.95,0.8316,Meridian Insurance (N. America),Operational,Hail,Closed,2019-06-15,,151408.95,125909.17,0.8316,,1.0,North America
CLM-404132,2019-02-26,Asia Pacific,Property,118756.55,233365.25,0.5089,AgriProtect,Credit,Marine Peril,Closed,2019-03-30,,233365.25,118756.55,0.5089,,1.0,Asia
CLM-401433,2019-02-26,Asia Pacific,Motor,65658.37,95194.11,0.6897,Baobab Insurance,Political,Liability Claim,Closed,2019-04-29,,95194.11,65658.37,0.6897,,1.0,Asia
CLM-409720,2019-02-27,Africa,Energy,1330.28,2790.97,0.4766,Pacifica Cover (Oceania),Political,Flood,Closed,2019-04-23,,2790.97,1330.28,0.4766,,1.0,Africa
CLM-407272,2019-02-28,Latin America,Agriculture,7175.44,10331.24,0.6945,Orient Shield Insurance (Asia),Operational,Collision,Closed,2019-04-18,,10331.24,7175.44,0.6945,,1.0,South America
CLM-401007,2019-02-28,Australia & Pacific,Energy,7010.23,9464.04,0.7407,Acentria Group,Weather,Liability Claim,Closed,2019-03-11,,9464.04,7010.23,0.7407,,1.0,Oceania
CLM-412472,2019-03-01,Middle East & Africa,Credit & Surety,12486.25,20337.43,0.614,Pinnacle Assurance,Market,Hail,Open,,,20337.43,12486.25,0.614,,1.0,Asia
CLM-400571,2019-03-02,Nordics,Energy,11860.89,18252.37,0.6498,Zenith Cover,Cyber,Hail,Closed,2019-04-19,,18252.37,11860.89,0.6498,,1.0,Europe
CLM-401806,2019-03-03,Caribbean,Cyber,9364.78,14786.75,0.6333,Atlas Underwriters (Europe),Market,Hail,Reopened,2019-05-11,,14786.75,9364.78,0.6333,,1.0,North America
CLM-404844,2019-03-03,Caribbean,Energy,20301.06,45614.94,0.4451,Baobab Insurance,Market,Earthquake,Closed,2019-06-02,,45614.94,20301.06,0.4451,,1.0,North America
CLM-400255,2019-03-04,Australia & Pacific,Marine,99253.24,270353.53,0.3671,Orient Shield Insurance (Asia),Credit,Collision,Closed,2019-05-23,,270353.53,99253.24,0.3671,,1.0,Oceania
CLM-400687,2019-03-04,Europe,Property,101101.18,228837.7,0.4418,Baobab Insurance,Political,Fire,Closed,2019-05-16,,228837.7,101101.18,0.4418,,1.0,Europe
CLM-408393,2019-03-05,Middle East & Africa,Marine,10761.45,15770.43,0.6824,Meridian Insurance (N. America),Operational,Machinery Breakdown,Closed,2019-10-21,,15770.43,10761.45,0.6824,,1.0,Asia
CLM-409163,2019-03-05,Australia & Pacific,Health,43902.9,65673.22,0.6685,Pinnacle Assurance,Operational,Collision,Closed,2019-04-08,,65673.22,43902.9,0.6685,,1.0,Oceania
CLM-402914,2019-03-05,Middle East & Africa,Property,116667.57,162330.51,0.7187,Acentria Group,Cyber,Theft,Closed,2019-05-26,,162330.51,116667.57,0.7187,,1.0,Asia
CLM-401789,2019-03-06,Africa,Motor,150779.68,378128.07,0.3988,Horizon Underwriters,Credit,Liability Claim,Closed,2019-03-28,,378128.07,150779.68,0.3988,,1.0,Africa
CLM-403913,2019-03-06,Kenya,Property,6677.14,10351.4,0.645,Acentria Group,Weather,Flood,Open,,,10351.4,6677.14,0.645,,1.0,Africa
CLM-411955,2019-03-06,Europe,Credit & Surety,410290.94,549334.69,0.7469,AgriProtect,Nat Cat,Windstorm,Closed,2019-07-05,,549334.69,410290.94,0.7469,,1.0,Europe
CLM-410351,2019-03-06,Asia Pacific,Marine,35783.05,53893.07,0.664,Zenith Cover,Credit,Machinery Breakdown,Closed,2019-05-24,,53893.07,35783.05,0.664,,1.0,Asia
CLM-405236,2019-03-07,Kenya,Cyber,7027.91,16461.77,0.4269,Andes Mutual (S. America),Market,Collision,Closed,2019-03-10,,16461.77,7027.91,0.4269,,1.0,Africa
CLM-411623,2019-03-07,Kenya,Property,11436.54,20742.49,0.5514,Meridian Insurance (N. America),Weather,Windstorm,Closed,2019-04-13,,20742.49,11436.54,0.5514,,1.0,Africa
CLM-408625,2019-03-08,Nordics,Liability,75011.12,209894.89,0.3574,Pacifica Cover (Oceania),Cyber,Collision,Closed,2019-11-02,,209894.89,75011.12,0.3574,,1.0,Europe
CLM-401247,2019-03-09,Europe,Life,39964.06,44722.52,0.8936,Andes Mutual (S. America),Market,Fire,Closed,2019-03-15,,44722.52,39964.06,0.8936,,1.0,Europe
CLM-400296,2019-03-09,Nordics,Liability,17670.31,26306.15,0.6717,Atlas Underwriters (Europe),Credit,Marine Peril,Open,,,26306.15,17670.31,0.6717,,1.0,Europe
CLM-409223,2019-03-09,Europe,Marine,93318.17,115673.03,0.8067,Acentria Group,Credit,Flood,Closed,2020-02-02,,115673.03,93318.17,0.8067,,1.0,Europe
CLM-407417,2019-03-10,Kenya,Liability,8605.53,15183.23,0.5668,Coastal Mutual,Cyber,Liability Claim,Closed,2019-10-01,,15183.23,8605.53,0.5668,,1.0,Africa
CLM-402520,2019-03-10,Kenya,Health,23395.61,28720.38,0.8146,AgriProtect,Market,Fire,Closed,2019-06-04,,28720.38,23395.61,0.8146,,1.0,Africa
CLM-406003,2019-03-10,Africa,Cyber,32477.2,34536.02,0.9404,Metro Insurers,Market,Cyber Breach,Closed,2019-04-23,,34536.02,32477.2,0.9404,,1.0,Africa
CLM-409755,2019-03-10,Europe,Health,6124.55,9493.83,0.6451,Meridian Insurance (N. America),Credit,Collision,Closed,2019-04-28,,9493.83,6124.55,0.6451,,1.0,Europe
CLM-402487,2019-03-11,Caribbean,Health,20083.56,40212.29,0.4994,Baobab Insurance,Market,Flood,Closed,2019-06-05,,40212.29,20083.56,0.4994,,1.0,North America
CLM-404109,2019-03-11,Australia & Pacific,Health,16455.44,24040.13,0.6845,AgriProtect,Political,Windstorm,Closed,2019-04-02,,24040.13,16455.44,0.6845,,1.0,Oceania
CLM-411790,2019-03-14,Asia Pacific,Cyber,1661.65,3340.1,0.4975,Meridian Insurance (N. America),Nat Cat,Windstorm,Closed,2019-06-17,,3340.1,1661.65,0.4975,,1.0,Asia
CLM-402943,2019-03-14,Europe,Engineering,14046.8,36412.01,0.3858,Horizon Underwriters,Credit,Marine Peril,Closed,2019-05-09,,36412.01,14046.8,0.3858,,1.0,Europe
CLM-404606,2019-03-15,Kenya,Health,73470.93,134756.63,0.5452,Zenith Cover,Market,Hail,Open,,,134756.63,73470.93,0.5452,,1.0,Africa
CLM-411195,2019-03-16,Caribbean,Liability,10309.6,11444.98,0.9008,Metro Insurers,Political,Theft,Closed,2019-10-03,,11444.98,10309.6,0.9008,,1.0,North America
