policy_id,period,region,sub_region,country,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,exposure,premium_rate,ceded_premium,commission,retention,treaty_type,currency,underwriter,claim_status,cause_of_loss,settlement_date,reserve,broker,gwp_usd,nep_usd,claims_paid_usd,continent
AFR-POL-2016-012194-3C3E,2016-04-09,Africa,Southern Africa,Malawi,Terrorism,32340.1,20478.44,0.0,,,Ubuntu Insurers  Malawi,Emerging,529179.65,0.061114,6696.95,1516.32,1813.06,Stop Loss,ZAR,Veronica Barnett,,,,0.0,Aon,32340.1,20478.44,0.0,Africa
AFR-POL-2009-012195-85E9,2009-10-06,Africa,North Africa,Egypt,Credit,8485.01,2445.15,0.0,,,Ubuntu PLC  Egypt,Medium,276507.41,0.030686,4376.2,1292.39,1261.14,Stop Loss,EGP,Kelsey Pacheco,,,,0.0,Local Broker Network,8485.01,2445.15,0.0,Africa
AFR-POL-2009-012196-984F,2009-10-21,Africa,North Africa,Tunisia,Travel,3578.06,1176.14,434.11,0.3691,0.5748,Continental Re  Tunisia,Emerging,30650.44,0.116738,1857.93,318.3,155.73,Stop Loss,EUR,Charles Tyler,Open,Fire,,109.73,African Risk Capacity,3578.06,1176.14,434.11,Africa
AFR-POL-2012-012197-4E4F,2012-03-16,Africa,West Africa,Nigeria,Agriculture,122192.26,70131.48,183036.15,2.6099,3.0024,Colon-Lee (Nigeria),Emerging,1072217.64,0.113962,12578.88,2655.79,509678.97,Facultative,USD,Jennifer Robbins,Open,Natural Catastrophe,,75837.65,Howden,122192.26,70131.48,183036.15,Africa
AFR-POL-2014-012198-0838,2014-03-09,Africa,West Africa,Nigeria,Property,209232.76,135128.02,0.0,,,"Tran, Buckley and Martinez (Nigeria)",High,2546794.37,0.082155,43352.39,6242.92,27795.45,Surplus,NGN,William Wallace,,,,0.0,Gallagher,209232.76,135128.02,0.0,Africa
AFR-POL-2019-012199-F972,2019-08-07,Africa,East Africa,Uganda,Travel,64563.18,28357.37,0.0,,,National Ltd  Uganda,Specialty,1362221.38,0.047396,20811.39,3643.82,13538.04,Surplus,ZAR,Cameron Proctor,,,,0.0,Sanlam Brokers,64563.18,28357.37,0.0,Africa
AFR-POL-2012-012200-89AA,2012-03-01,Africa,Southern Africa,Mauritius,Directors & Officers,37447.66,23065.85,0.0,,,"Morrison, Torres and Carroll (Mauritius)",High,940212.01,0.039829,4803.65,468.58,1950946.14,Excess of Loss,ZAR,Kimberly Thomas,,,,0.0,Independent African Agents,37447.66,23065.85,0.0,Africa
AFR-POL-2010-012201-1B3E,2010-09-28,Africa,West Africa,Nigeria,Marine,29036.71,17164.08,8585.47,0.5002,0.7175,Mitchell-Alvarez (Nigeria),Low,252933.28,0.1148,10156.33,1464.9,1581.54,Proportional,NGN,Kimberly Thomas,Denied,Fire,,0.0,Regional Partners,29036.71,17164.08,8585.47,Africa
AFR-POL-2023-012202-56BC,2023-08-19,Africa,Southern Africa,South Africa,Marine,38819.66,22600.82,0.0,,,Williams-Brooks (South Africa),High,663686.47,0.058491,10746.91,2511.17,3917.98,Proportional,ZAR,Evan Peterson,,,,0.0,Sanlam Brokers,38819.66,22600.82,0.0,Africa
AFR-POL-2012-012203-5395,2012-05-26,Africa,Southern Africa,Malawi,Workers Compensation,10623.93,3481.18,2147.89,0.617,0.9123,Singh Ltd (Malawi),Medium,214082.41,0.049625,6940.34,1548.62,2574.22,Excess of Loss,ZAR,Cameron Proctor,Denied,Mortality,,0.0,Old Mutual Intermediaries,10623.93,3481.18,2147.89,Africa
AFR-POL-2021-012204-13AA,2021-10-21,Africa,Central Africa,Gabon,Engineering,4729.5,2945.97,1466.8,0.4979,0.7244,Premier Re of Gabon,Specialty,334096.21,0.014156,826.22,117.43,774959.52,Aggregate XL,EUR,Rachel Webb,Open,Theft,,948.28,Jubilee Brokers,4729.5,2945.97,1466.8,Africa
AFR-POL-2012-012205-A900,2012-12-27,Africa,East Africa,Rwanda,Motor,7115.11,4255.26,2436.56,0.5726,0.8763,Regional Underwriters of Rwanda,Specialty,114129.98,0.062342,1161.89,115.65,849.26,Facultative,ZAR,Mark Booker,Pending,Machinery Breakdown,,1900.41,Independent African Agents,7115.11,4255.26,2436.56,Africa
AFR-POL-2024-012206-43FF,2024-04-13,Africa,North Africa,Egypt,Engineering,243488.14,94664.0,0.0,,,Sahara Re  Egypt,Medium,2164967.8,0.112467,114963.11,14526.9,9264.06,Proportional,USD,Paul Rogers,,,,0.0,Marsh,243488.14,94664.0,0.0,Africa
AFR-POL-2012-012207-2A70,2012-07-20,Africa,West Africa,Senegal,Terrorism,8814.07,2130.2,0.0,,,Premier Insurance  Senegal,Low,395439.1,0.022289,5950.17,1462.95,3792.47,Aggregate XL,EUR,Jacqueline Young,,,,0.0,Regional Partners,8814.07,2130.2,0.0,Africa
AFR-POL-2005-012208-7DC8,2005-08-04,Africa,Southern Africa,South Africa,Agriculture,428224.22,289181.05,657626.63,2.2741,2.6562,Guardian Assurance of South Africa,Emerging,6840599.44,0.0626,135710.29,24592.0,73882.81,Excess of Loss,ZAR,Cameron Proctor,Closed,Pandemic Related,2005-10-14,0.0,Jubilee Brokers,428224.22,289181.05,657626.63,Africa
AFR-POL-2016-012209-E38D,2016-07-14,Africa,North Africa,Algeria,Political Risk,575172.36,337360.65,0.0,,,Charles LLC (Algeria),Specialty,6372730.29,0.090255,126115.41,32894.54,54589.05,Excess of Loss,EUR,Brandon Russell,,,,0.0,Lockton,575172.36,337360.65,0.0,Africa
AFR-POL-2017-012210-AE73,2017-06-25,Africa,North Africa,Egypt,Microinsurance,25209.41,6189.25,4302.15,0.6951,1.0907,"James, Livingston and Wilson (Egypt)",Specialty,333013.19,0.075701,14266.97,1639.59,1302.15,Quota Share,USD,Angel Benson,Closed,Medical Expense,2019-07-05,0.0,Regional Partners,25209.41,6189.25,4302.15,Africa
AFR-POL-2007-012211-8202,2007-12-19,Africa,West Africa,Gambia,Workers Compensation,75662.02,50584.56,34878.05,0.6895,0.9425,Sahara Assurance  Gambia,Specialty,1706092.16,0.044348,20647.61,4962.01,18509.57,Quota Share,ZAR,Kyle Jones,Closed,Fire,2009-09-20,0.0,Willis Towers Watson,75662.02,50584.56,34878.05,Africa
AFR-POL-2024-012212-D1F8,2024-06-03,Africa,Southern Africa,South Africa,Agriculture,1666730.28,966385.09,1428123.89,1.4778,1.7002,Guardian Group of South Africa,High,190252012.34,0.008761,490569.53,60995.32,1479912.51,Stop Loss,EUR,Jonathan Gardner,Settled,Machinery Breakdown,2026-10-12,0.0,Sanlam Brokers,1666730.28,966385.09,1428123.89,Africa
AFR-POL-2009-012213-4EE6,2009-08-09,Africa,West Africa,Burkina Faso,Catastrophe,285614.56,85884.15,0.0,,,Continental Ltd of Burkina Faso,Emerging,6841287.23,0.041749,187121.79,49987.55,65692.34,Stop Loss,EUR,Kelsey Pacheco,,,,0.0,Independent African Agents,285614.56,85884.15,0.0,Africa
AFR-POL-2018-012214-D490,2018-05-28,Africa,West Africa,Ghana,Terrorism,170460.08,72349.24,0.0,,,Regional PLC of Ghana,Medium,1904290.57,0.089514,98107.35,9473.34,20734.1,Proportional,USD,Brandon Fuller,,,,0.0,Lockton,170460.08,72349.24,0.0,Africa
AFR-POL-2006-012215-34E5,2006-05-21,Africa,North Africa,Sudan,Terrorism,63476.74,36470.94,0.0,,,Premier Underwriters  Sudan,Catastrophic,680067.58,0.093339,7696.16,1026.23,2365061.79,Proportional,ZAR,Paula Scott,,,,0.0,African Risk Capacity,63476.74,36470.94,0.0,Africa
AFR-POL-2009-012216-C263,2009-02-06,Africa,Southern Africa,Zambia,Engineering,22242.87,11759.04,0.0,,,Premier Mutual  Zambia,High,216623.06,0.10268,3327.83,943.91,1920.33,Aggregate XL,EUR,Harold Perez,,,,0.0,Independent African Agents,22242.87,11759.04,0.0,Africa
AFR-POL-2009-012217-7FA0,2009-12-28,Africa,West Africa,Nigeria,Agriculture,1192015.6,571680.5,0.0,,,Regional Re of Nigeria,Catastrophic,57655407.03,0.020675,404885.83,89753.12,409514.97,Excess of Loss,USD,Steven Peterson,,,,0.0,Regional Partners,1192015.6,571680.5,0.0,Africa
AFR-POL-2007-012218-16A4,2007-06-17,Africa,West Africa,Liberia,Travel,16730.85,5390.36,0.0,,,Savanna Insurers  Liberia,Medium,166894.46,0.100248,8782.35,2287.56,2129645.04,Quota Share,USD,Thomas Berry,,,,0.0,Sanlam Brokers,16730.85,5390.36,0.0,Africa
AFR-POL-2018-012219-9DEC,2018-12-24,Africa,West Africa,Ghana,Terrorism,8651.0,4081.48,3710.88,0.9092,1.2456,Premier PLC of Ghana,Specialty,114748.6,0.075391,3569.48,834.27,776550.27,Aggregate XL,USD,Aaron Graham,In Litigation,Medical Expense,,2846.5,Local Broker Network,8651.0,4081.48,3710.88,Africa
AFR-POL-2012-012220-7204,2012-01-01,Africa,Southern Africa,South Africa,Catastrophe,640789.43,256151.81,664867.64,2.5956,2.8994,Continental Re  South Africa,Catastrophic,31476908.6,0.020357,344349.53,48169.73,310297.35,Proportional,ZAR,Aaron Graham,Closed,Political Violence,2014-02-14,0.0,Lockton,640789.43,256151.81,664867.64,Africa
AFR-POL-2015-012221-8CB4,2015-01-29,Africa,West Africa,Nigeria,Workers Compensation,85962.98,32737.45,45491.96,1.3896,1.6271,Guardian Mutual  Nigeria,Catastrophic,17885041.92,0.004806,45082.85,13071.05,1177930.98,Excess of Loss,USD,Evelyn Christian,Open,Flood,,48477.11,Local Broker Network,85962.98,32737.45,45491.96,Africa
AFR-POL-2015-012222-049A,2015-11-10,Africa,Southern Africa,South Africa,Energy,1252951.04,410334.92,0.0,,,National Company  South Africa,Catastrophic,22623292.37,0.055383,696354.35,156428.87,1721744.6,Quota Share,EUR,Evan Peterson,,,,0.0,Willis Towers Watson,1252951.04,410334.92,0.0,Africa
AFR-POL-2012-012223-8545,2012-10-02,Africa,Southern Africa,South Africa,Engineering,149330.64,55101.33,41188.24,0.7475,1.1445,Horton LLC (South Africa),High,3931166.04,0.037986,70914.12,17263.01,404382.53,Quota Share,ZAR,Craig Gonzalez,Settled,Mortality,2013-10-08,0.0,Jubilee Brokers,149330.64,55101.33,41188.24,Africa
AFR-POL-2014-012224-C0AE,2014-01-01,Africa,West Africa,Ivory Coast,Microinsurance,10088.2,2432.59,0.0,,,Sahara Mutual of Ivory Coast,Medium,1003484.33,0.010053,5691.38,767.93,6724.66,Excess of Loss,USD,Lori Pham,,,,0.0,Willis Towers Watson,10088.2,2432.59,0.0,Africa
AFR-POL-2008-012225-6DB1,2008-12-10,Africa,North Africa,Algeria,Catastrophe,32629.43,18387.95,0.0,,,Sahara Company  Algeria,Medium,988975.94,0.032993,12941.79,2627.9,180685.81,Aggregate XL,MAD,Evelyn Christian,,,,0.0,Marsh,32629.43,18387.95,0.0,Africa
AFR-POL-2022-012226-D831,2022-03-17,Africa,Southern Africa,South Africa,Directors & Officers,172137.19,66268.07,63073.95,0.9518,1.1696,Gonzalez-Wolf (South Africa),High,1884556.94,0.091341,80482.06,24070.25,23049.22,Aggregate XL,EUR,Evelyn Christian,Settled,Machinery Breakdown,2022-05-03,0.0,Willis Towers Watson,172137.19,66268.07,63073.95,Africa
AFR-POL-2006-012227-7999,2006-06-28,Africa,Southern Africa,South Africa,Microinsurance,39571.29,14969.26,0.0,,,Rogers and Sons (South Africa),Specialty,3253799.82,0.012162,13364.66,2249.31,33617.18,Aggregate XL,ZAR,Veronica Barnett,,,,0.0,Aon,39571.29,14969.26,0.0,Africa
AFR-POL-2022-012228-DA81,2022-01-09,Africa,West Africa,Nigeria,Health,99478.03,66876.69,51916.37,0.7763,1.0898,English Inc (Nigeria),Medium,1527938.55,0.065106,19981.97,3297.22,926537.13,Proportional,USD,Jacqueline Young,Denied,Industrial Accident,,0.0,Regional Partners,99478.03,66876.69,51916.37,Africa
AFR-POL-2005-012229-3E78,2005-12-03,Africa,East Africa,Kenya,Directors & Officers,39202.9,11285.75,4705.03,0.4169,0.7558,Continental Mutual of Kenya,High,355830.49,0.110173,27162.23,5888.19,2583.73,Quota Share,KES,Rachel Webb,Closed,Earthquake,2008-05-28,0.0,Local Broker Network,39202.9,11285.75,4705.03,Africa
AFR-POL-2022-012230-2616,2022-12-19,Africa,North Africa,Egypt,Terrorism,10938.02,2590.53,4269.19,1.648,1.8852,Williams Ltd (Egypt),Emerging,235718.6,0.046403,7124.07,756.94,2052.99,Facultative,EGP,Cynthia Webb,Closed,Political Violence,2023-03-13,0.0,Aon,10938.02,2590.53,4269.19,Africa
AFR-POL-2008-012231-1C04,2008-01-24,Africa,North Africa,Egypt,Marine,580890.25,309368.75,0.0,,,"Williams, Wood and Davis (Egypt)",Specialty,7305661.43,0.079512,116969.89,14751.77,19562.99,Stop Loss,EGP,Melinda Little,,,,0.0,Marsh,580890.25,309368.75,0.0,Africa
AFR-POL-2005-012232-1CC8,2005-08-23,Africa,Southern Africa,Botswana,Catastrophe,78846.29,36612.23,0.0,,,Continental Re  Botswana,Catastrophic,1117870.34,0.070533,22016.78,4143.42,13145.45,Aggregate XL,ZAR,Cameron Proctor,,,,0.0,Jubilee Brokers,78846.29,36612.23,0.0,Africa
AFR-POL-2012-012233-0BE8,2012-06-05,Africa,West Africa,Nigeria,Microinsurance,20201.86,10693.98,0.0,,,Ubuntu Insurance  Nigeria,High,278380.77,0.072569,9421.12,1545.08,1381.17,Quota Share,NGN,Jonathan Harris,,,,0.0,Gallagher,20201.86,10693.98,0.0,Africa
AFR-POL-2011-012234-0356,2011-09-08,Africa,Southern Africa,South Africa,Microinsurance,110501.67,31134.91,33283.22,1.069,1.3847,Regional Underwriters of South Africa,Catastrophic,39589034.6,0.002791,69695.12,16907.49,1283960.59,Quota Share,ZAR,Hannah Pitts,In Litigation,Mortality,,23334.49,Sanlam Brokers,110501.67,31134.91,33283.22,Africa
AFR-POL-2005-012235-67CC,2005-08-19,Africa,West Africa,Nigeria,Health,2290545.17,1734776.53,0.0,,,Sahara Underwriters of Nigeria,Specialty,21461903.05,0.106726,487449.98,110839.49,202702.01,Surplus,USD,Stefanie Tucker,,,,0.0,Marsh,2290545.17,1734776.53,0.0,Africa
AFR-POL-2005-012236-198B,2005-03-18,Africa,Southern Africa,South Africa,Terrorism,306781.33,237092.84,0.0,,,Ubuntu Insurance  South Africa,Medium,9122800.78,0.033628,67891.65,11214.57,57990.36,Proportional,ZAR,Rachel Webb,,,,0.0,Marsh,306781.33,237092.84,0.0,Africa
AFR-POL-2019-012237-0F6D,2019-11-06,Africa,East Africa,Ethiopia,Catastrophe,19551.21,6246.67,6713.92,1.0748,1.4304,Regional Underwriters  Ethiopia,Medium,770628.21,0.02537,12271.76,1847.39,6849.31,Excess of Loss,EUR,James Jones,In Litigation,Theft,,4000.74,Jubilee Brokers,19551.21,6246.67,6713.92,Africa
AFR-POL-2008-012238-E9BB,2008-01-17,Africa,West Africa,Niger,Liability,42421.07,17669.08,0.0,,,Premier Underwriters  Niger,Medium,2395920.44,0.017706,18796.29,2877.59,1728665.66,Aggregate XL,USD,Kimberly Thomas,,,,0.0,Jubilee Brokers,42421.07,17669.08,0.0,Africa
AFR-POL-2008-012239-831D,2008-05-10,Africa,West Africa,Nigeria,Aviation,171822.33,46680.08,0.0,,,Regional Insurance  Nigeria,Medium,2123115.62,0.080929,122060.35,31425.04,11610.96,Quota Share,NGN,Amanda Taylor,,,,0.0,Sanlam Brokers,171822.33,46680.08,0.0,Africa
AFR-POL-2020-012240-97F3,2020-09-20,Africa,Central Africa,Chad,Travel,27604.07,10535.51,0.0,,,National Holdings  Chad,Medium,624743.79,0.044185,10511.44,1497.92,7154.01,Excess of Loss,EUR,Mark Booker,,,,0.0,Lockton,27604.07,10535.51,0.0,Africa
AFR-POL-2006-012241-0C63,2006-09-26,Africa,Southern Africa,Botswana,Life,57820.47,46603.1,0.0,,,National Insurers  Botswana,Specialty,531361.64,0.108816,6965.42,648.76,2890.21,Excess of Loss,EUR,Misty Stout,,,,0.0,Local Broker Network,57820.47,46603.1,0.0,Africa
AFR-POL-2010-012242-517E,2010-03-04,Africa,North Africa,Libya,Casualty,56118.87,26660.21,12079.74,0.4531,0.6541,Sahara Re of Libya,High,1396606.51,0.040182,9722.42,1408.38,153564.11,Quota Share,ZAR,Mark Villanueva,Pending,Mortality,,12769.07,Gallagher,56118.87,26660.21,12079.74,Africa
AFR-POL-2007-012243-89CF,2007-08-02,Africa,Southern Africa,Zambia,Professional Indemnity,127052.94,42658.08,0.0,,,Nile Re of Zambia,Low,1471542.27,0.08634,57896.56,5867.86,2130814.96,Excess of Loss,USD,Ryan Mack,,,,0.0,Lockton,127052.94,42658.08,0.0,Africa
AFR-POL-2013-012244-26A7,2013-01-01,Africa,North Africa,Egypt,Energy,174251.62,85631.7,30887.35,0.3607,0.6166,Mason LLC (Egypt),High,2096234.54,0.083126,40533.32,11128.24,2493843.53,Quota Share,USD,Lori Pham,Pending,Mortality,,26403.38,Regional Partners,174251.62,85631.7,30887.35,Africa
AFR-POL-2023-012245-4F18,2023-01-30,Africa,Central Africa,Angola,Engineering,10348.86,8627.06,0.0,,,Smith-Butler (Angola),Catastrophic,250471.24,0.041318,863.85,142.66,1965.68,Aggregate XL,EUR,Rachel Webb,,,,0.0,Willis Towers Watson,10348.86,8627.06,0.0,Africa
AFR-POL-2005-012246-A857,2005-03-25,Africa,North Africa,Egypt,Motor,261888.18,88983.14,34374.19,0.3863,0.7619,National Insurance of Egypt,Medium,3339693.14,0.078417,121619.19,35998.39,21202.32,Stop Loss,USD,Kimberly Thomas,Denied,Liability Claim,,0.0,Sanlam Brokers,261888.18,88983.14,34374.19,Africa
AFR-POL-2012-012247-940A,2012-09-13,Africa,West Africa,Burkina Faso,Property,32893.4,22744.88,0.0,,,African Re of Burkina Faso,Specialty,276659.01,0.118895,6170.25,1175.17,1855840.15,Quota Share,USD,William Baker,,,,0.0,Independent African Agents,32893.4,22744.88,0.0,Africa
AFR-POL-2012-012248-64B8,2012-11-08,Africa,East Africa,Tanzania,Engineering,18928.74,12521.59,23722.15,1.8945,2.223,"Gaines, Frye and Henry (Tanzania)",Medium,186352.07,0.101575,4491.31,1122.99,2104338.92,Proportional,ZAR,Rick Johnson,Closed,Motor Accident,2014-06-21,0.0,Lockton,18928.74,12521.59,23722.15,Africa
AFR-POL-2025-012249-7E74,2025-05-24,Africa,North Africa,Morocco,Casualty,9503.07,7608.93,5078.96,0.6675,1.006,Parker-Harrison (Morocco),Specialty,193509.6,0.049109,714.17,164.53,2237987.7,Aggregate XL,MAD,Brandon Russell,Denied,Business Interruption,,0.0,Gallagher,9503.07,7608.93,5078.96,Africa
AFR-POL-2012-012250-8FDE,2012-06-07,Africa,Southern Africa,South Africa,Terrorism,450207.92,210542.83,210921.81,1.0018,1.3294,Ubuntu Ltd of South Africa,Medium,5714798.48,0.078779,156750.98,29768.89,1187746.21,Facultative,ZAR,Stefanie Tucker,Denied,Theft,,0.0,Aon,450207.92,210542.83,210921.81,Africa
AFR-POL-2020-012251-0AE0,2020-04-27,Africa,West Africa,Niger,Cyber,5985.85,3924.3,3783.81,0.9642,1.347,Horizon Insurance  Niger,Medium,125348.17,0.047754,1648.17,387.68,342.56,Proportional,EUR,Kimberly Thomas,Open,Business Interruption,,1985.21,Jubilee Brokers,5985.85,3924.3,3783.81,Africa
AFR-POL-2022-012252-0552,2022-10-25,Africa,Southern Africa,South Africa,Surety,44506.6,18462.43,36784.55,1.9924,2.3846,National Underwriters of South Africa,Low,374502.01,0.118842,21467.74,5812.77,1869.04,Facultative,USD,Arthur Kelly,Denied,Civil Unrest,,0.0,Aon,44506.6,18462.43,36784.55,Africa
AFR-POL-2009-012253-89A0,2009-09-06,Africa,East Africa,Kenya,Political Risk,286798.65,168775.08,206175.64,1.2216,1.5155,Horizon PLC  Kenya,Medium,7955538.08,0.03605,52302.24,5386.98,80034.33,Aggregate XL,KES,Danny Mason,Settled,Motor Accident,2011-08-05,0.0,Howden,286798.65,168775.08,206175.64,Africa
AFR-POL-2013-012254-10C6,2013-07-24,Africa,Southern Africa,South Africa,Directors & Officers,161078.17,32801.32,31594.23,0.9632,1.3005,"Marks, Walton and David (South Africa)",Low,13556270.66,0.011882,106773.5,9122.48,33782.38,Aggregate XL,ZAR,Kimberly Thomas,Pending,Earthquake,,48175.32,Howden,161078.17,32801.32,31594.23,Africa
AFR-POL-2022-012255-63BA,2022-08-21,Africa,East Africa,Rwanda,Microinsurance,22638.0,9538.06,0.0,,,Burton-Fischer (Rwanda),Medium,252820.51,0.089542,12964.32,1894.82,2569.27,Surplus,ZAR,Craig Gonzalez,,,,0.0,Gallagher,22638.0,9538.06,0.0,Africa
AFR-POL-2018-012256-9A7F,2018-03-16,Africa,North Africa,Morocco,Motor,62325.41,15133.27,0.0,,,African Holdings of Morocco,Catastrophic,600190.57,0.103843,43923.67,7145.22,326849.8,Stop Loss,USD,William Baker,,,,0.0,Willis Towers Watson,62325.41,15133.27,0.0,Africa
AFR-POL-2020-012257-28F3,2020-11-05,Africa,West Africa,Ivory Coast,Motor,42394.77,10360.48,9275.74,0.8953,1.1018,Continental Assurance  Ivory Coast,Emerging,463379.98,0.09149,25583.26,2667.99,498886.62,Aggregate XL,EUR,Hannah Pitts,Open,Cyber Attack,,7936.12,Sanlam Brokers,42394.77,10360.48,9275.74,Africa
AFR-POL-2014-012258-52B1,2014-09-14,Africa,West Africa,Burkina Faso,Surety,54972.83,15310.84,0.0,,,Nile PLC  Burkina Faso,Medium,470373.95,0.11687,33474.62,7166.29,3618.12,Aggregate XL,EUR,Brandon Russell,,,,0.0,Independent African Agents,54972.83,15310.84,0.0,Africa
AFR-POL-2017-012259-96E2,2017-09-16,Africa,East Africa,Uganda,Professional Indemnity,497776.29,229271.96,0.0,,,Horizon Ltd  Uganda,High,21738525.55,0.022898,237203.74,39018.45,131112.3,Quota Share,ZAR,Kenneth Rogers,,,,0.0,Marsh,497776.29,229271.96,0.0,Africa
AFR-POL-2023-012260-A56A,2023-10-04,Africa,West Africa,Nigeria,Casualty,297304.67,119713.45,71959.75,0.6011,0.9807,Hawkins Inc (Nigeria),Low,11397377.59,0.026085,161955.88,37995.53,143725.1,Excess of Loss,USD,Tanya Lamb,Denied,Political Violence,,0.0,African Risk Capacity,297304.67,119713.45,71959.75,Africa
AFR-POL-2016-012261-846C,2016-11-24,Africa,North Africa,Sudan,Directors & Officers,6524.75,1792.04,790.83,0.4413,0.7423,Camacho-James (Sudan),Emerging,102299.24,0.063781,4574.82,962.71,724588.98,Proportional,ZAR,Evan Peterson,Settled,Natural Catastrophe,2019-02-07,0.0,Marsh,6524.75,1792.04,790.83,Africa
AFR-POL-2014-012262-4F12,2014-05-30,Africa,North Africa,Morocco,Marine,54284.62,23968.39,0.0,,,Ubuntu Re  Morocco,High,892743.49,0.060807,11514.69,1026.39,272534.08,Excess of Loss,USD,James Jones,,,,0.0,Willis Towers Watson,54284.62,23968.39,0.0,Africa
AFR-POL-2006-012263-BF51,2006-06-06,Africa,Central Africa,Chad,Liability,19000.75,9259.09,8749.84,0.945,1.1976,Glover-King (Chad),Medium,502152.07,0.037839,4744.85,927.52,3562.23,Excess of Loss,XAF,Hannah Pitts,Settled,Liability Claim,2007-08-10,0.0,Jubilee Brokers,19000.75,9259.09,8749.84,Africa
AFR-POL-2011-012264-9E88,2011-05-09,Africa,Southern Africa,South Africa,Energy,1208203.18,243392.92,0.0,,,Noble Inc (South Africa),Medium,13775451.26,0.087707,865807.31,209553.23,47969.19,Quota Share,EUR,James Mays,,,,0.0,Regional Partners,1208203.18,243392.92,0.0,Africa
AFR-POL-2021-012265-787E,2021-01-15,Africa,West Africa,Cameroon,Surety,2407420.86,483139.26,259494.1,0.5371,0.9288,Ubuntu Underwriters  Cameroon,Medium,119443547.64,0.020155,1755389.46,210889.44,544292.46,Aggregate XL,XAF,James Mays,Denied,Storm,,0.0,Old Mutual Intermediaries,2407420.86,483139.26,259494.1,Africa
AFR-POL-2016-012266-F36F,2016-11-01,Africa,East Africa,Rwanda,Microinsurance,971.66,711.25,623.84,0.8771,1.2129,Henry-Ward (Rwanda),Catastrophic,80221.7,0.012112,249.36,54.5,403.97,Facultative,USD,James Jones,Open,Theft,,672.32,Jubilee Brokers,971.66,711.25,623.84,Africa
AFR-POL-2023-012267-3791,2023-10-10,Africa,North Africa,Tunisia,Surety,33243.95,18076.41,0.0,,,Regional Company of Tunisia,High,329082.7,0.10102,13917.97,3033.41,1015794.42,Surplus,EUR,Mark Villanueva,,,,0.0,Regional Partners,33243.95,18076.41,0.0,Africa
